"count","name","year"
"6304","Campbell Ave & North Ave","2016"
"6301","Campbell Ave & Fullerton Ave","2016"
"6284","California Ave & Montrose Ave","2021"
"6282","Broadway & Wilson - Truman College Vaccination Site","2014"
"6270","Milwaukee Ave & Rockwell St","2019"
"6270","Winchester Ave & Elston Ave","2018"
"6269","Glenwood Ave & Morse Ave","2016"
"6265","Harper Ave & 59th St","2019"
"6255","Claremont Ave & Hirsch St","2017"
"6252","California Ave & Altgeld St","2015"
"6249","Rhodes Ave & 32nd St","2020"
"6231","Western Ave & Congress Pkwy","2021"
"6224","Damen Ave & Division St","2013"
"6222","Wells St & Walton St","2013"
"6218","Greenwood Ave & 47th St","2015"
"6207","Morgan St & 18th St","2014"
"6205","Indiana Ave & 26th St","2021"
"6202","Talman Ave & Addison St","2021"
"6195","Seeley Ave & Roscoe St","2018"
"6194","Halsted St & 21st St","2015"
"6189","Ashland Ave & Lake St","2014"
"6179","Glenwood Ave & Morse Ave","2019"
"6175","Shields Ave & 31st St","2021"
"6173","Woodlawn Ave & 55th St","2016"
"6151","Indiana Ave & 31st St","2019"
"6151","Ashland Ave & Lake St","2020"
"6122","Western Ave & Roscoe St","2016"
"6112","Lake Park Ave & 56th St","2014"
"6100","Claremont Ave & Hirsch St","2016"
"6098","Greenview Ave & Diversey Pkwy","2014"
"6090","Clark St & Lunt Ave","2017"
"6087","Chicago Ave & Washington St","2018"
"6082","Emerald Ave & 31st St","2018"
"6082","Winchester Ave & Elston Ave","2019"
"6081","California Ave & North Ave","2014"
"6075","Damen Ave & Walnut Lake St","2021"
"6075","Blackstone Ave & Hyde Park Blvd","2018"
"6074","Chicago Ave & Washington St","2017"
"6072","Clinton St & Tilden St","2020"
"6072","Emerald Ave & 31st St","2017"
"6071","Sheridan Rd & Noyes St NU","2019"
"6068","DuSable Lake Shore Dr & North Blvd","2013"
"6058","Green St & Madison St","2013"
"6057","Troy St & North Ave","2021"
"6056","St. Louis Ave & Fullerton Ave","2020"
"6055","Racine Ave & 15th St","2021"
"6050","Leavitt St & Lawrence Ave","2017"
"6050","University Library NU","2021"
"6044","Kimball Ave & Belmont Ave","2015"
"6037","California Ave & North Ave","2017"
"6035","Halsted St & 18th St","2017"
"6018","Calumet Ave & 33rd St","2018"
"6009","Wabash Ave & 16th St","2013"
"6008","Western Ave & Roscoe St","2018"
"5997","Woodlawn Ave & 55th St","2017"
"5995","Campbell Ave & Montrose Ave","2021"
"5989","Calumet Ave & 33rd St","2019"
"5988","Broadway & Argyle St","2014"
"5960","Morgan St & Lake St","2013"
"5957","Ashland Ave & 13th St","2021"
"5946","Ellis Ave & 53rd St","2016"
"5946","MLK Jr Dr & 29th St","2014"
"5943","Clark St & Elmdale Ave","2020"
"5940","Albany Ave & Bloomingdale Ave","2020"
"5939","Racine Ave & Randolph St","2013"
"5926","Ravenswood Ave & Berteau Ave","2014"
"5917","California Ave & Altgeld St","2018"
"5905","Sedgwick St & North Ave","2013"
"5903","Wabash Ave & Cermak Rd","2014"
"5900","Damen Ave & Melrose Ave","2017"
"5899","Wood St & Hubbard St","2014"
"5894","Harper Ave & 59th St","2015"
"5885","Michigan Ave & 14th St","2013"
"5879","Michigan Ave & Jackson Blvd","2013"
"5878","Chicago Ave & Washington St","2019"
"5876","Ravenswood Ave & Berteau Ave","2019"
"5876","State St & 19th St","2017"
"5862","Lincoln Ave & Winona St","2015"
"5861","Milwaukee Ave & Rockwell St","2018"
"5850","Leavitt St & Lawrence Ave","2016"
"5847","Wabash Ave & Cermak Rd","2018"
"5846","Leavitt St & Lawrence Ave","2021"
"5846","Racine Ave & Congress Pkwy","2020"
"5841","Eastlake Ter & Rogers Ave","2020"
"5838","Damen Ave & Cullerton St","2021"
"5827","Wabash Ave & Cermak Rd","2017"
"5818","Lake Park Ave & 47th St","2016"
"5813","Ashland Ave & Belle Plaine Ave","2016"
"5805","Clinton St & 18th St","2016"
"5790","Southport Ave & Clark St","2020"
"5775","Calumet Ave & 33rd St","2016"
"5774","Sheffield Ave & Kingsbury St","2013"
"5768","Rhodes Ave & 32nd St","2017"
"5767","Clark St & Schreiber Ave","2021"
"5766","Damen Ave & Melrose Ave","2018"
"5763","Sheridan Rd & Noyes St NU","2018"
"5741","Ashland Ave & Belle Plaine Ave","2017"
"5734","State St & 33rd St","2014"
"5728","Elston Ave & Wabansia Ave","2016"
"5724","Wallace St & 35th St","2015"
"5720","Indiana Ave & 31st St","2020"
"5716","Western Ave & Congress Pkwy","2015"
"5709","California Ave & Milwaukee Ave","2013"
"5697","Washtenaw Ave & Lawrence Ave","2020"
"5694","Western Ave & Fillmore St","2020"
"5693","Ashland Ave & Grand Ave","2014"
"5675","Lake Park Ave & 47th St","2017"
"5666","Wood St & Hubbard St","2020"
"5662","California Ave & Division St","2016"
"5655","Lake Park Ave & 47th St","2021"
"5652","Sheridan Rd & Noyes St NU","2020"
"5652","Wells St & 19th St","2015"
"5644","Honore St & Division St","2013"
"5639","State St & 19th St","2014"
"5638","Sheridan Rd & Greenleaf Ave","2020"
"5634","Kosciuszko Park","2015"
"5619","Sedgwick St & Schiller St","2018"
"5603","Emerald Ave & 31st St","2016"
"5592","Western Ave & Roscoe St","2021"
"5582","Prairie Ave & Garfield Blvd","2015"
"5582","Ashland Ave & Division St","2013"
"5578","Claremont Ave & Hirsch St","2018"
"5568","Winchester Ave & Elston Ave","2015"
"5557","Green St & Randolph St","2013"
"5555","Wells St & 19th St","2021"
"5544","Damen Ave & Sunnyside Ave","2020"
"5543","Southport Ave & Clark St","2017"
"5525","Canal St & Harrison St","2021"
"5524","Michigan Ave & Madison St","2013"
"5512","Leavitt St & Addison St","2015"
"5498","Talman Ave & Addison St","2015"
"5497","State St & 19th St","2019"
"5481","Indiana Ave & 31st St","2016"
"5473","Wood St & Milwaukee Ave","2013"
"5460","Ashland Ave & 13th St","2015"
"5454","Indiana Ave & 26th St","2017"
"5451","Winchester Ave & Elston Ave","2020"
"5451","State St & 19th St","2020"
"5448","Ashland Ave & Belle Plaine Ave","2020"
"5445","Lake Park Ave & 35th St","2017"
"5445","Noble St & Milwaukee Ave","2013"
"5442","Leavitt St & Addison St","2021"
"5440","Rockwell St & Eastwood Ave","2016"
"5439","Spaulding Ave & Armitage Ave","2016"
"5437","Damen Ave & Chicago Ave","2013"
"5436","Clark St & Lunt Ave","2021"
"5421","Ogden Ave & Congress Pkwy","2016"
"5420","Rockwell St & Eastwood Ave","2017"
"5411","Pine Grove Ave & Waveland Ave","2013"
"5410","Milwaukee Ave & Rockwell St","2016"
"5409","Chicago Ave & Sheridan Rd","2017"
"5407","Chicago Ave & Sheridan Rd","2020"
"5397","Spaulding Ave & Armitage Ave","2020"
"5392","Ashland Ave & Belle Plaine Ave","2019"
"5387","State St & 35th St","2019"
"5381","Western Ave & Fillmore St","2019"
"5377","Wells St & Hubbard St","2013"
"5372","Elston Ave & Wabansia Ave","2019"
"5370","Lincoln Ave & Addison St","2020"
"5365","Wentworth Ave & 33rd St","2021"
"5355","Claremont Ave & Hirsch St","2021"
"5353","Paulina St & Montrose Ave","2020"
"5350","Clark St & Lunt Ave","2015"
"5349","Wabash Ave & Cermak Rd","2016"
"5348","Aberdeen St & Jackson Blvd","2013"
"5343","Sheffield Ave & Willow St","2013"
"5335","Lincoln Ave & Winona St","2021"
"5319","Ogden Ave & Congress Pkwy","2021"
"5310","California Ave & Altgeld St","2017"
"5308","Elston Ave & Wabansia Ave","2018"
"5298","Wells St & Concord Ln","2013"
"5292","Milwaukee Ave & Rockwell St","2017"
"5286","Elston Ave & Wabansia Ave","2020"
"5283","Campbell Ave & Fullerton Ave","2018"
"5278","Sheridan Rd & Lawrence Ave","2016"
"5276","Southport Ave & Clark St","2016"
"5269","Western Ave & Roscoe St","2019"
"5265","Damen Ave & Melrose Ave","2020"
"5254","Southport Ave & Clark St","2019"
"5254","Racine Ave & Washington Blvd","2020"
"5249","Eastlake Ter & Rogers Ave","2021"
"5247","Leavitt St & Division St","2019"
"5246","Damen Ave & Sunnyside Ave","2017"
"5240","Harper Ave & 59th St","2018"
"5223","Campbell Ave & Fullerton Ave","2019"
"5217","Artesian Ave & Hubbard St","2020"
"5207","Blackstone Ave & Hyde Park Blvd","2017"
"5206","Wallace St & 35th St","2021"
"5181","Wilton Ave & Belmont Ave","2013"
"5174","Campbell Ave & Montrose Ave","2020"
"5169","Damen Ave & Cullerton St","2020"
"5168","Richmond St & Diversey Ave","2016"
"5165","Winchester Ravenswood Ave & Balmoral Ave","2017"
"5165","Halsted St & 18th St","2016"
"5163","Lake Park Ave & 47th St","2014"
"5160","Washtenaw Ave & Lawrence Ave","2015"
"5158","Canal St & Taylor St","2015"
"5152","Paulina St & Montrose Ave","2018"
"5150","Lincoln Ave & Addison St","2016"
"5145","Laflin St & Cullerton St","2021"
"5144","Clinton St & 18th St","2019"
"5142","Winchester Ravenswood Ave & Balmoral Ave","2015"
"5139","Benson Ave & Church St","2016"
"5138","California Ave & Altgeld St","2019"
"5136","Halsted St & Archer Ave","2016"
"5134","Francisco Ave & Foster Ave","2015"
"5131","Southport Ave & Clark St","2018"
"5126","Halsted St & 35th St","2015"
"5125","Ogden Ave & Chicago Ave","2013"
"5106","California Ave & Fletcher St","2015"
"5100","Western Ave & Roscoe St","2020"
"5097","Racine Ave & 15th St","2018"
"5091","Ogden Ave & Congress Pkwy","2014"
"5091","Sedgwick St & Schiller St","2017"
"5091","Oakley Ave & Irving Park Rd","2021"
"5089","California Ave & Fletcher St","2020"
"5084","Paulina St & Montrose Ave","2019"
"5083","Stave St & Armitage Ave","2019"
"5076","Emerald Ave & 28th St","2021"
"5073","Ravenswood Ave & Berteau Ave","2020"
"5072","Artesian Ave & Hubbard St","2021"
"5071","Paulina St & Howard St","2019"
"5056","Campbell Ave & Montrose Ave","2019"
"5034","Clinton St & Roosevelt Rd","2013"
"5033","Halsted St & North Branch St","2017"
"5033","Halsted St & 18th St","2014"
"5031","Smith Park","2021"
"5030","Troy St & Elston Ave","2015"
"5024","Ashland Ave & 13th St","2020"
"5018","Richmond St & Diversey Ave","2021"
"5015","Damen Ave & Madison St","2018"
"5009","Lake Park Ave & 47th St","2020"
"5008","Greenview Ave & Jarvis Ave","2020"
"5002","Talman Ave & Addison St","2019"
"5000","Damen Ave & Madison St","2016"
"4998","Clinton St & Polk St","2017"
"4996","Damen Ave & Melrose Ave","2019"
"4995","Clark St & Grace St","2013"
"4987","Troy St & Elston Ave","2021"
"4980","State St & 19th St","2018"
"4979","Greenview Ave & Jarvis Ave","2017"
"4976","Winthrop Ave & Lawrence Ave","2014"
"4974","Damen Ave & Sunnyside Ave","2014"
"4962","Cottage Grove Ave & Oakwood Blvd","2015"
"4961","Lake Park Ave & 35th St","2019"
"4956","Milwaukee Ave & Rockwell St","2014"
"4952","Clark St & Elmdale Ave","2019"
"4950","Racine Ave & Fullerton Ave","2013"
"4944","Montrose Harbor","2013"
"4941","Clark St & Columbia Ave","2021"
"4927","Lincoln Ave & Addison St","2019"
"4918","California Ave & Byron St","2021"
"4917","Damen Ave & Sunnyside Ave","2019"
"4910","University Library NU","2019"
"4908","State St & Pearson St","2013"
"4896","63rd St Beach","2020"
"4893","Elston Ave & Wabansia Ave","2014"
"4884","Clark St & Schreiber Ave","2020"
"4877","Ashland Ave & 13th St","2018"
"4870","Calumet Ave & 21st St","2020"
"4854","California Ave & North Ave","2018"
"4853","Western Ave & Congress Pkwy","2020"
"4832","Damen Ave & Madison St","2017"
"4828","St. Louis Ave & Fullerton Ave","2017"
"4816","Rockwell St & Eastwood Ave","2020"
"4810","Clinton St & Polk St","2018"
"4807","Halsted St & North Branch St","2021"
"4806","Ogden Ave & Roosevelt Rd","2017"
"4805","Leavitt St & Lawrence Ave","2019"
"4805","Troy St & North Ave","2016"
"4799","Francisco Ave & Foster Ave","2021"
"4797","St. Louis Ave & Fullerton Ave","2019"
"4793","Halsted St & 18th St","2018"
"4793","Paulina St & Montrose Ave","2016"
"4790","Sedgwick St & Schiller St","2016"
"4787","Halsted St & 18th St","2020"
"4780","Campbell Ave & Montrose Ave","2017"
"4777","Stave St & Armitage Ave","2016"
"4777","State St & 35th St","2020"
"4771","California Ave & Altgeld St","2016"
"4763","Cottage Grove Ave & Oakwood Blvd","2020"
"4762","Sheridan Rd & Greenleaf Ave","2015"
"4759","Paulina St & Montrose Ave","2017"
"4758","Leavitt St & Lawrence Ave","2018"
"4744","Kosciuszko Park","2020"
"4739","Clark St & Elmdale Ave","2017"
"4724","Leavitt St & Division St","2020"
"4723","St. Louis Ave & Fullerton Ave","2016"
"4716","Sheridan Rd & Greenleaf Ave","2021"
"4710","Wabash Ave & Cermak Rd","2020"
"4706","Western Ave & Monroe St","2021"
"4704","Winchester Ravenswood Ave & Balmoral Ave","2018"
"4698","California Ave & Division St","2017"
"4695","Wells St & Polk St","2013"
"4684","Chicago Ave & Sheridan Rd","2018"
"4684","Richmond St & Diversey Ave","2017"
"4683","Campbell Ave & Montrose Ave","2018"
"4681","Racine Ave & 15th St","2014"
"4679","Southport Ave & Clark St","2014"
"4678","63rd St Beach","2015"
"4678","Damen Ave & Clybourn Ave","2014"
"4675","Harper Ave & 59th St","2020"
"4666","Clark St & 9th St AMLI","2015"
"4664","Ogden Ave & Roosevelt Rd","2015"
"4663","Halsted St & Archer Ave","2014"
"4660","Clinton St & Polk St","2019"
"4653","Leavitt St & Belmont Ave","2020"
"4646","Clinton St & 18th St","2020"
"4645","Richmond St & Diversey Ave","2019"
"4641","Clinton St & Polk St","2016"
"4636","Eastlake Ter & Rogers Ave","2017"
"4626","Damen Ave & Sunnyside Ave","2018"
"4609","Campbell Ave & Montrose Ave","2016"
"4606","Halsted St & 18th St","2019"
"4606","Woodlawn Ave & 55th St","2014"
"4603","Winchester Ave & Elston Ave","2017"
"4596","Leavitt St & Lawrence Ave","2020"
"4595","Hoyne Ave & Balmoral Ave","2021"
"4594","Normal Ave & Archer Ave","2015"
"4587","Morgan St & 31st St","2016"
"4581","State St & 35th St","2016"
"4561","Kimball Ave & Belmont Ave","2021"
"4558","Clinton St & 18th St","2018"
"4558","Sheridan Rd & Lawrence Ave","2014"
"4554","Talman Ave & Addison St","2018"
"4554","Clark St & Columbia Ave","2015"
"4553","Sheridan Rd & Irving Park Rd","2013"
"4550","Lincoln Ave & Addison St","2017"
"4549","Blackstone Ave & Hyde Park Blvd","2014"
"4546","May St & Cullerton St","2015"
"4521","Kosciuszko Park","2021"
"4516","Racine Ave & 15th St","2017"
"4511","May St & Taylor St","2013"
"4511","Ashland Ave & 13th St","2017"
"4509","Chicago Ave & Dempster St","2020"
"4502","South Shore Dr & 71st St","2020"
"4491","Ogden Ave & Roosevelt Rd","2018"
"4475","Troy St & Elston Ave","2016"
"4472","Ashland Ave & Belle Plaine Ave","2014"
"4472","Lincoln Ave & Addison St","2014"
"4467","Ogden Ave & Congress Pkwy","2017"
"4463","May St & Cullerton St","2021"
"4462","Christiana Ave & Lawrence Ave","2015"
"4446","Oakley Ave & Irving Park Rd","2017"
"4444","Paulina St & Howard St","2021"
"4441","St. Louis Ave & Fullerton Ave","2018"
"4438","Albany Ave & Montrose Ave","2021"
"4434","Central Park Ave & Elbridge Ave","2021"
"4427","Halsted St & North Branch St","2016"
"4425","California Ave & Division St","2019"
"4419","Laflin St & Cullerton St","2020"
"4418","Indiana Ave & 26th St","2019"
"4407","California Ave & Byron St","2020"
"4406","Indiana Ave & 26th St","2018"
"4399","Wells St & 19th St","2019"
"4398","Racine Ave & 15th St","2016"
"4395","Paulina St & Howard St","2018"
"4393","Stave St & Armitage Ave","2017"
"4391","Greenwood Ave & 47th St","2020"
"4379","California Ave & Cortez St","2017"
"4371","Ashland Ave & 13th St","2019"
"4371","Lincoln Ave & Winona St","2020"
"4369","Richmond St & Diversey Ave","2018"
"4365","Milwaukee Ave & Grand Ave","2013"
"4360","Winchester Ave & Elston Ave","2016"
"4353","Blackstone Ave & Hyde Park Blvd","2016"
"4342","Clark St & Elmdale Ave","2018"
"4331","Talman Ave & Addison St","2017"
"4330","Sedgwick St & Huron St","2013"
"4327","Clark St & Elmdale Ave","2016"
"4316","Emerald Ave & 31st St","2014"
"4312","Clinton St & Tilden St","2013"
"4306","Sedgwick St & Schiller St","2014"
"4303","University Library NU","2020"
"4284","Lincoln Ave & Addison St","2018"
"4284","N Green St & W Lake St","2021"
"4281","Talman Ave & Addison St","2020"
"4277","Francisco Ave & Foster Ave","2020"
"4276","Clark St & Lunt Ave","2016"
"4273","Shields Ave & 31st St","2018"
"4270","Stave St & Armitage Ave","2018"
"4266","California Ave & Division St","2018"
"4260","63rd St Beach","2021"
"4252","Central Park Ave & Bloomingdale Ave","2020"
"4235","Wentworth Ave & 24th St Temp","2021"
"4230","Wentworth Ave & 33rd St","2016"
"4226","Central Park Ave & Bloomingdale Ave","2019"
"4224","Rockwell St & Eastwood Ave","2018"
"4214","Paulina St & Howard St","2017"
"4213","Calumet Ave & 35th St","2021"
"4208","Spaulding Ave & Division St","2021"
"4205","Glenwood Ave & Touhy Ave","2021"
"4190","Clark St & Schreiber Ave","2015"
"4189","Emerald Ave & 28th St","2020"
"4187","Lincoln Ave & Diversey Pkwy","2013"
"4179","Halsted St & Polk St","2013"
"4177","Greenwood Ave & 47th St","2021"
"4176","Larrabee St & Menomonee St","2013"
"4168","Winchester Ravenswood Ave & Balmoral Ave","2016"
"4167","Emerald Ave & 28th St","2019"
"4163","Halsted St & 21st St","2021"
"4155","Western Ave & 21st St","2021"
"4154","Southport Ave & Waveland Ave","2013"
"4149","Damen Ave & Madison St","2019"
"4146","Kimbark Ave & 53rd St","2014"
"4136","Halsted St & North Branch St","2018"
"4124","Eastlake Ter & Rogers Ave","2018"
"4122","Ashland Ave & Augusta Blvd","2013"
"4099","Leavitt St & Addison St","2017"
"4098","May St & Cullerton St","2018"
"4091","Kimball Ave & Belmont Ave","2016"
"4085","California Ave & Fletcher St","2019"
"4083","Manor Ave & Leland Ave","2021"
"4066","MLK Jr Dr & Pershing Rd","2020"
"4054","Lake Park Ave & 47th St","2019"
"4052","Damen Ave & Thomas St Augusta Blvd","2013"
"4050","Western Ave & Monroe St","2020"
"4042","Troy St & Elston Ave","2017"
"4039","Talman Ave & Addison St","2016"
"4037","Sheridan Rd & Greenleaf Ave","2017"
"4029","Southport Ave & Roscoe St","2013"
"4027","Orleans St & Elm St","2013"
"4025","Avers Ave & Belmont Ave","2021"
"4018","Chicago Ave & Sheridan Rd","2019"
"4009","Racine Ave & 15th St","2019"
"4001","Troy St & Elston Ave","2018"
"3997","Greenview Ave & Jarvis Ave","2018"
"3989","Shields Ave & 31st St","2019"
"3988","Rhodes Ave & 32nd St","2014"
"3981","Eastlake Ter & Rogers Ave","2019"
"3980","Clinton St & 18th St","2014"
"3975","Troy St & Elston Ave","2020"
"3972","Morgan St & 31st St","2020"
"3968","Kosciuszko Park","2019"
"3968","Western Ave & Monroe St","2015"
"3968","Oakley Ave & Irving Park Rd","2020"
"3960","Richmond St & Diversey Ave","2020"
"3960","Damen Ave & Madison St","2014"
"3956","Lakeview Ave & Fullerton Pkwy","2013"
"3945","Damen Ave & Walnut Lake St","2019"
"3936","Eckhart Park","2013"
"3929","Oakley Ave & Irving Park Rd","2018"
"3923","Canal St & Harrison St","2020"
"3919","Claremont Ave & Hirsch St","2020"
"3918","Manor Ave & Leland Ave","2015"
"3888","Spaulding Ave & Division St","2020"
"3885","Troy St & Elston Ave","2019"
"3874","Oakley Ave & Irving Park Rd","2019"
"3868","Monticello Ave & Irving Park Rd","2015"
"3863","Franklin St & Adams St Temp","2013"
"3863","Rhodes Ave & 32nd St","2016"
"3860","Sheridan Rd & Greenleaf Ave","2016"
"3855","Wells St & 19th St","2020"
"3852","Winchester Ravenswood Ave & Balmoral Ave","2021"
"3848","Rhodes Ave & 32nd St","2019"
"3843","Damen Ave & Cullerton St","2018"
"3833","Halsted St & 35th St","2021"
"3830","Rockwell St & Eastwood Ave","2019"
"3829","Shields Ave & 31st St","2020"
"3820","Albany Ave & Montrose Ave","2015"
"3818","Indiana Ave & 26th St","2016"
"3817","May St & Cullerton St","2019"
"3815","Southport Ave & Wrightwood Ave","2013"
"3809","South Shore Dr & 71st St","2021"
"3809","Halsted St & Archer Ave","2017"
"3805","Wabash Ave & 9th St","2013"
"3803","Kosciuszko Park","2018"
"3801","Francisco Ave & Foster Ave","2016"
"3785","Woodlawn Ave & Lake Park Ave","2020"
"3776","Central Park Ave & North Ave","2015"
"3774","May St & Cullerton St","2017"
"3766","Cottage Grove Ave & Oakwood Blvd","2021"
"3763","State St & 35th St","2014"
"3762","Winchester Ravenswood Ave & Balmoral Ave","2019"
"3758","Indiana Ave & 31st St","2014"
"3754","Avondale Ave & Irving Park Rd","2015"
"3748","Prairie Ave & Garfield Blvd","2017"
"3747","Throop St & Taylor St","2013"
"3746","Southport Ave & Belmont Ave","2013"
"3745","Halsted St & Archer Ave","2019"
"3741","Halsted St & 35th St","2017"
"3712","Racine Ave & 13th St","2015"
"3709","Ogden Ave & Roosevelt Rd","2016"
"3707","Sheridan Rd & Montrose Ave","2013"
"3701","Dodge Ave & Main St","2018"
"3688","May St & Cullerton St","2020"
"3688","Shields Ave & 31st St","2017"
"3687","Washtenaw Ave & Lawrence Ave","2019"
"3677","Sheridan Rd & Columbia Ave","2019"
"3675","Dodge Ave & Main St","2019"
"3668","Harper Ave & 59th St","2017"
"3663","California Ave & Montrose Ave","2019"
"3647","Morgan St & 31st St","2019"
"3641","Western Ave & Lunt Ave","2020"
"3641","Albany Ave & Montrose Ave","2020"
"3639","Clark St & Columbia Ave","2018"
"3638","Lincoln Ave & Roscoe St","2013"
"3634","Cottage Grove Ave & 47th St","2015"
"3632","Oakley Ave & Irving Park Rd","2016"
"3627","Western Ave & Congress Pkwy","2019"
"3626","Wabash Ave & Cermak Rd","2013"
"3623","Damen Ave & Cullerton St","2016"
"3621","Paulina St & Montrose Ave","2014"
"3621","Halsted St & Archer Ave","2021"
"3615","Morgan St & 31st St","2017"
"3613","Leavitt St & Addison St","2018"
"3613","Troy St & North Ave","2017"
"3598","Damen Ave & Cullerton St","2019"
"3594","Cherry Ave & Blackhawk St","2021"
"3592","Clark St & Lunt Ave","2020"
"3576","California Ave & Fletcher St","2018"
"3572","Ogden Ave & Roosevelt Rd","2020"
"3570","Humboldt Dr & Luis Munoz Marin Dr","2016"
"3568","California Ave & Fletcher St","2017"
"3554","Leavitt St & Addison St","2016"
"3552","McCormick Place","2020"
"3550","Francisco Ave & Foster Ave","2017"
"3542","Clark St & Columbia Ave","2017"
"3542","Morgan St & Polk St","2013"
"3537","Rhodes Ave & 32nd St","2018"
"3530","Lake Park Ave & 35th St","2018"
"3525","Manor Ave & Leland Ave","2020"
"3518","Sawyer Ave & Irving Park Rd","2015"
"3515","Woodlawn Ave & Lake Park Ave","2021"
"3514","Dearborn St & Van Buren St","2017"
"3508","Sheridan Rd & Greenleaf Ave","2018"
"3505","Leavitt St & Addison St","2019"
"3493","Kimball Ave & Belmont Ave","2020"
"3491","W Oakdale Ave & N Broadway","2021"
"3485","Halsted St & Roosevelt Rd","2013"
"3476","Shields Ave & 28th Pl","2015"
"3472","Morgan St & 31st St","2018"
"3469","Central Park Ave & Elbridge Ave","2020"
"3462","Wentworth Ave & 35th St","2017"
"3459","Racine Ave & Congress Pkwy","2013"
"3457","Emerald Ave & 28th St","2018"
"3456","Greenview Ave & Jarvis Ave","2019"
"3448","Sangamon St & Washington Blvd","2013"
"3446","Avondale Ave & Irving Park Rd","2019"
"3446","Western Ave & Congress Pkwy","2018"
"3440","Halsted St & North Branch St","2019"
"3438","Shields Ave & 31st St","2016"
"3427","Harper Ave & 59th St","2016"
"3427","South Shore Dr & 67th St","2020"
"3425","Clifton Ave & Armitage Ave","2013"
"3409","Stave St & Armitage Ave","2014"
"3402","Leavitt St & Archer Ave","2015"
"3400","Wallace St & 35th St","2018"
"3399","Washtenaw Ave & Lawrence Ave","2018"
"3398","Shields Ave & 28th Pl","2021"
"3396","Orleans St & Hubbard St","2018"
"3392","Kimball Ave & Belmont Ave","2017"
"3365","Western Ave & Monroe St","2019"
"3364","Paulina Ave & North Ave","2013"
"3361","Laflin St & Cullerton St","2017"
"3354","Clark St & Schiller St","2013"
"3353","Damen Ave & Cortland St","2013"
"3350","Malcolm X College Vaccination Site","2021"
"3342","Cottage Grove Ave & 51st St","2020"
"3341","Racine Ave & 18th St","2013"
"3334","Damen Ave & Madison St","2020"
"3334","Leavitt St & Belmont Ave","2019"
"3334","California Ave & Byron St","2015"
"3334","Western Ave & 21st St","2015"
"3332","Paulina St & Howard St","2020"
"3325","Emerald Ave & 28th St","2014"
"3315","Christiana Ave & Lawrence Ave","2016"
"3312","Avondale Ave & Irving Park Rd","2018"
"3309","Wentworth Ave & 35th St","2019"
"3304","Damen Ave & Cullerton St","2017"
"3298","Leavitt St & Addison St","2020"
"3298","Wells St & Evergreen Ave","2013"
"3292","Western Ave & Congress Pkwy","2016"
"3291","Wentworth Ave & 35th St","2021"
"3277","Halsted St & Dickens Ave","2013"
"3272","Avers Ave & Belmont Ave","2015"
"3268","Bissell St & Armitage Ave","2013"
"3266","Christiana Ave & Lawrence Ave","2021"
"3263","California Ave & Fletcher St","2016"
"3260","Emerald Ave & 28th St","2016"
"3257","Lincoln Ave & Winona St","2016"
"3256","Drake Ave & Addison St","2015"
"3256","California Ave & Montrose Ave","2015"
"3251","Lincoln Ave & Winona St","2019"
"3248","Clark St & Schreiber Ave","2016"
"3236","Kimball Ave & Belmont Ave","2019"
"3233","Ogden Ave & Race Ave","2013"
"3233","Wentworth Ave & 24th St Temp","2019"
"3228","Broadway & Barry Ave","2013"
"3218","Kedzie Ave & Leland Ave","2015"
"3216","California Ave & 21st St","2015"
"3213","Clark St & Schreiber Ave","2017"
"3210","Avondale Ave & Irving Park Rd","2021"
"3197","Ashland Ave & 13th St","2016"
"3193","Wentworth Ave & 33rd St","2018"
"3183","Lake Park Ave & 47th St","2018"
"3183","Hoyne Ave & Balmoral Ave","2019"
"3181","Clark St & Columbia Ave","2016"
"3169","Morgan St & 31st St","2014"
"3153","Wells St & 19th St","2018"
"3150","St. Louis Ave & Balmoral Ave","2015"
"3117","Prairie Ave & Garfield Blvd","2016"
"3116","Western Ave & Lunt Ave","2021"
"3116","900 W Harrison St","2013"
"3112","Ogden Ave & Roosevelt Rd","2019"
"3109","Kosciuszko Park","2016"
"3106","Avers Ave & Belmont Ave","2020"
"3104","Milwaukee Ave & Wabansia Ave","2013"
"3100","Wentworth Ave & 33rd St","2019"
"3095","California Ave & Montrose Ave","2016"
"3094","Stetson Ave & South Water St","2013"
"3094","Calumet Ave & 35th St","2017"
"3093","Michigan Ave & 18th St","2013"
"3088","Central St Metra","2019"
"3083","Clark St & Columbia Ave","2020"
"3078","Carpenter St & Huron St","2013"
"3076","Western Ave & 21st St","2020"
"3074","Drake Ave & Addison St","2019"
"3058","Cottage Grove Ave & 51st St","2015"
"3058","Kedzie Ave & Foster Ave","2015"
"3051","Western Ave & Congress Pkwy","2017"
"3050","Calumet Ave & 35th St","2015"
"3045","Drake Ave & Addison St","2018"
"3042","Francisco Ave & Foster Ave","2019"
"3039","Ogden Ave & Roosevelt Rd","2021"
"3035","Sheridan Rd & Greenleaf Ave","2019"
"3031","Ogden Ave & Congress Pkwy","2018"
"3028","Laflin St & Cullerton St","2015"
"3023","Evanston Civic Center","2021"
"3016","Halsted St & Archer Ave","2018"
"3014","Washtenaw Ave & Lawrence Ave","2017"
"2998","Western Ave & Granville Ave","2021"
"2996","Sheridan Rd & Noyes St NU","2016"
"2984","Kimball Ave & Belmont Ave","2018"
"2983","Wentworth Ave & 24th St Temp","2018"
